Student_ID,Age,Gender,First_Generation,Family_Income,Household_Size,Housing_Status,Scholarship,Tuition_Base,Semester,Course_Load,Work_Hours,Emergency_Expense,Sem_GPA,Attendance,LMS_Logins,Advising_Visits,Failed_Courses,Financial_Stress,Target_Dropout_Next_Sem,End_of_Semester_Status,Censored
STU_00009,17,Male,0,52000.0,4,Off-Campus,0,25000,4,18,4.8,0.0,2.4,86.8,83.0,2,2,4.6,1,Dropped_Out,0
STU_00010,20,Male,0,102000.0,5,With Parents,0,25000,1,18,0.0,0.0,3.21,94.2,57.0,0,0,1.0,0,Enrolled,0
STU_00010,20,Male,0,102000.0,5,With Parents,0,25000,2,15,2.2,0.0,3.0,95.0,51.0,1,0,1.0,0,Enrolled,0
STU_00010,20,Male,0,,5,With Parents,0,25000,3,15,0.0,0.0,2.93,86.1,72.0,0,1,1.0,1,Dropped_Out,0
STU_00011,22,Female,1,39000.0,2,With Parents,1,25000,1,15,28.9,0.0,3.7,79.4,75.0,0,0,1.0,0,Enrolled,0
STU_00011,22,Female,1,39000.0,2,With Parents,1,25000,2,12,31.0,0.0,3.47,74.6,62.0,0,1,1.0,0,Enrolled,0
STU_00011,22,Female,1,39000.0,2,With Parents,1,25000,3,12,24.1,0.0,3.36,73.5,74.0,0,0,2.0,0,Enrolled,0
STU_00011,22,Female,1,39000.0,2,With Parents,1,25000,4,12,23.2,0.0,3.05,77.1,88.0,1,1,1.0,1,Dropped_Out,0
STU_00012,17,male,0,99000.0,1,On-Campus,0,15000,1,15,10.9,0.0,2.51,87.2,64.0,0,0,1.0,0,Enrolled,0
STU_00012,17,male,0,99000.0,1,On-Campus,0,15000,2,15,20.4,0.0,2.56,81.7,69.0,0,1,1.1,0,Enrolled,0
STU_00012,17,male,0,99000.0,1,On-Campus,0,15000,3,15,26.8,3002.0,2.5,80.0,65.0,0,1,1.0,0,Enrolled,0
STU_00012,17,male,0,99000.0,1,On-Campus,0,15000,4,15,24.9,0.0,2.49,82.0,66.0,2,0,2.8,0,Enrolled,1
STU_00013,18,Male,1,139000.0,1,Off-Campus,0,15000,1,15,25.5,3493.0,2.83,89.2,71.0,0,0,1.4,0,Enrolled,0
STU_00013,18,Male,1,139000.0,1,Off-Campus,0,15000,2,12,26.1,0.0,2.7,86.5,76.0,0,0,2.9,0,Enrolled,0
STU_00013,18,Male,1,139000.0,1,Off-Campus,0,15000,3,12,26.4,0.0,2.79,81.4,62.0,0,1,2.5,0,Enrolled,0
STU_00013,18,Male,1,139000.0,1,Off-Campus,0,15000,4,12,29.1,0.0,2.64,81.5,61.0,0,1,1.9,0,Enrolled,0
STU_00013,18,Male,1,139000.0,1,Off-Campus,0,15000,5,12,20.1,0.0,2.69,83.9,83.0,0,0,1.0,0,Enrolled,0
STU_00013,18,Male,1,139000.0,1,Off-Campus,0,15000,6,15,12.0,0.0,2.63,84.2,57.0,0,1,1.0,0,Enrolled,0
STU_00013,18,Male,1,139000.0,1,Off-Campus,0,15000,7,12,23.1,0.0,2.5,80.7,59.0,1,0,1.2,0,Enrolled,1
STU_00014,19,Female,0,45000.0,1,On-Campus,1,25000,1,12,16.8,0.0,2.96,88.7,70.0,1,2,1.0,0,Enrolled,0
STU_00014,19,Female,0,45000.0,1,On-Campus,1,25000,2,9,24.1,1158.0,2.91,82.0,85.0,0,0,1.0,0,Enrolled,0
STU_00014,19,Female,0,45000.0,1,On-Campus,1,25000,3,12,27.6,0.0,2.88,83.5,96.0,1,1,1.0,0,Enrolled,0
STU_00014,19,Female,0,45000.0,1,On-Campus,1,25000,4,9,26.1,0.0,2.97,82.2,67.0,0,1,1.4,0,Enrolled,1
STU_00015,18,Female,1,19000.0,1,On-Campus,1,25000,1,18,10.6,0.0,3.15,94.6,78.0,0,0,1.0,0,Enrolled,0
STU_00015,18,Female,1,19000.0,1,On-Campus,1,25000,2,12,20.7,0.0,2.94,91.8,61.0,0,0,1.0,0,Enrolled,0
STU_00015,18,Female,1,19000.0,1,On-Campus,1,25000,3,15,19.5,0.0,2.84,89.6,58.0,0,0,1.0,0,Enrolled,1
STU_00016,23,Female,0,53000.0,5,With Parents,0,15000,1,18,12.1,0.0,2.91,96.8,52.0,0,0,2.1,0,Enrolled,0
STU_00016,23,Female,0,53000.0,5,With Parents,0,15000,2,18,17.1,0.0,2.91,89.6,69.0,0,1,3.3,0,Enrolled,0
STU_00016,23,Female,0,53000.0,5,With Parents,0,15000,3,18,19.8,0.0,2.83,82.9,66.0,0,2,2.9,0,Enrolled,0
STU_00016,23,Female,0,53000.0,5,With Parents,0,15000,4,18,19.8,0.0,2.76,81.4,58.0,0,0,2.0,0,Enrolled,0
STU_00016,23,Female,0,53000.0,5,With Parents,0,15000,5,18,17.2,0.0,2.65,82.1,65.0,0,0,3.3,0,Enrolled,0
STU_00016,23,Female,0,53000.0,5,With Parents,0,15000,6,18,12.5,0.0,2.44,77.5,68.0,0,1,1.5,0,Enrolled,0
STU_00016,23,Female,0,53000.0,5,With Parents,0,15000,7,18,17.5,0.0,2.38,75.0,55.0,1,0,2.9,0,Enrolled,1
STU_00017,17,Female,0,131000.0,4,With Parents,0,45000,1,18,9.2,0.0,2.85,91.0,60.0,1,2,1.0,0,Enrolled,0
STU_00017,17,Female,0,131000.0,4,With Parents,0,45000,2,18,16.5,0.0,2.67,91.4,78.0,0,2,2.5,0,Enrolled,0
STU_00017,17,Female,0,131000.0,4,With Parents,0,45000,3,18,12.6,0.0,2.74,87.7,70.0,1,1,3.9,0,Enrolled,0
STU_00017,17,Female,0,131000.0,4,With Parents,0,45000,4,18,10.9,0.0,2.7,84.1,58.0,1,1,1.0,0,Enrolled,0
STU_00017,17,Female,0,131000.0,4,With Parents,0,45000,5,15,15.1,0.0,2.55,84.9,57.0,0,0,1.2,0,Enrolled,0
STU_00017,17,Female,0,131000.0,4,With Parents,0,45000,6,18,11.7,0.0,2.53,84.8,51.0,0,1,2.1,0,Enrolled,1
STU_00018,20,Male,0,66000.0,5,Off-Campus,0,45000,1,15,7.8,0.0,3.19,88.8,94.0,0,0,3.4,0,Enrolled,0
STU_00018,20,Male,0,66000.0,5,Off-Campus,0,45000,2,15,13.0,0.0,2.94,88.0,48.0,0,0,3.7,0,Enrolled,0
STU_00018,20,Male,0,66000.0,5,Off-Campus,0,45000,3,15,17.3,0.0,2.73,88.2,72.0,0,0,4.4,0,Enrolled,0
STU_00018,20,Male,0,66000.0,5,Off-Campus,0,45000,4,15,16.5,0.0,2.61,92.0,54.0,0,0,4.9,0,Enrolled,0
STU_00018,20,Male,0,66000.0,5,Off-Campus,0,45000,5,15,15.8,0.0,2.54,89.5,44.0,0,0,4.4,0,Enrolled,0
STU_00018,20,Male,0,66000.0,5,Off-Campus,0,45000,6,15,17.1,0.0,2.4,89.6,57.0,1,1,3.8,0,Enrolled,0
STU_00018,20,Male,0,66000.0,5,Off-Campus,0,45000,7,12,10.8,0.0,2.39,82.9,53.0,0,3,3.0,0,Enrolled,0
STU_00018,20,Male,0,66000.0,5,Off-Campus,0,45000,8,12,13.4,0.0,2.27,82.6,70.0,0,0,4.6,0,Graduated,0
STU_00019,20,Female,1,21000.0,3,On-Campus,0,15000,1,12,35.7,0.0,3.0,76.5,61.0,0,1,5.4,0,Enrolled,0
STU_00019,20,Female,1,21000.0,3,On-Campus,0,15000,2,15,27.7,0.0,2.84,78.7,72.0,0,0,3.7,0,Enrolled,0
STU_00019,20,Female,1,21000.0,3,On-Campus,0,15000,3,15,30.7,0.0,2.53,82.5,53.0,1,1,4.2,1,Dropped_Out,0
STU_00020,18,Female,0,105000.0,4,Off-Campus,0,25000,1,15,20.4,0.0,2.56,87.3,71.0,0,0,2.8,0,Enrolled,0
STU_00020,18,Female,0,105000.0,4,Off-Campus,0,25000,2,15,17.7,0.0,2.52,89.4,56.0,0,2,2.5,0,Enrolled,0
STU_00020,18,Female,0,105000.0,4,Off-Campus,0,25000,3,15,16.8,0.0,2.39,77.7,63.0,0,0,2.8,0,Enrolled,0
STU_00020,18,Female,0,105000.0,4,Off-Campus,0,25000,4,15,19.0,0.0,2.41,80.1,59.0,0,1,1.0,1,Dropped_Out,0
STU_00021,18,Male,0,79000.0,3,Off-Campus,0,15000,1,15,12.7,0.0,2.76,96.5,80.0,1,1,3.0,0,Enrolled,1
STU_00022,18,Female,0,89000.0,3,With Parents,0,15000,1,18,4.5,3957.0,2.73,84.8,75.0,0,0,1.0,0,Enrolled,0
STU_00022,18,Female,0,89000.0,3,With Parents,0,15000,2,15,6.7,0.0,2.63,84.6,,1,0,1.0,0,Enrolled,0
STU_00022,18,Female,0,89000.0,3,With Parents,0,15000,3,15,6.7,0.0,2.61,86.5,65.0,0,1,1.0,0,Enrolled,0
STU_00022,18,Female,0,89000.0,3,With Parents,0,15000,4,15,8.5,0.0,2.51,82.1,77.0,1,2,2.1,0,Enrolled,0
STU_00022,18,Female,0,89000.0,3,With Parents,0,15000,5,18,6.0,0.0,2.53,79.2,82.0,1,0,1.7,0,Enrolled,1
STU_00023,17,Female,0,97000.0,3,With Parents,0,25000,1,15,6.8,0.0,2.91,92.5,62.0,1,2,1.0,0,Enrolled,0
STU_00023,17,Female,0,97000.0,3,With Parents,0,25000,2,15,6.0,0.0,2.79,86.5,46.0,1,1,1.0,0,Enrolled,0
STU_00023,17,Female,0,97000.0,3,With Parents,0,25000,3,12,10.0,0.0,2.72,83.0,88.0,0,0,1.0,0,Enrolled,0
STU_00023,17,Female,0,97000.0,3,With Parents,0,25000,4,15,2.6,0.0,2.67,84.7,86.0,0,0,1.0,0,Enrolled,0
STU_00023,17,Female,0,97000.0,3,With Parents,0,25000,5,12,5.5,3293.0,2.77,93.1,59.0,1,1,1.7,0,Enrolled,0
STU_00023,17,Female,0,97000.0,3,With Parents,0,25000,6,15,8.3,0.0,2.84,87.5,56.0,0,0,1.0,0,Enrolled,0
STU_00023,17,Female,0,97000.0,3,With Parents,0,25000,7,15,13.8,0.0,2.95,82.6,84.0,0,1,1.0,0,Enrolled,0
STU_00023,17,Female,0,97000.0,3,With Parents,0,25000,8,15,6.5,0.0,2.81,81.7,49.0,0,1,2.1,0,Graduated,0
STU_00024,18,Female,1,35000.0,3,On-Campus,0,15000,1,12,31.5,0.0,3.38,89.0,70.0,0,2,1.1,0,Enrolled,0
STU_00024,18,Female,1,35000.0,3,On-Campus,0,15000,2,12,31.3,0.0,3.04,87.5,83.0,0,2,4.3,0,Enrolled,0
STU_00024,18,Female,1,35000.0,3,On-Campus,0,15000,3,12,25.4,0.0,2.9,83.7,40.0,0,0,3.8,0,Enrolled,0
STU_00024,18,Female,1,35000.0,3,On-Campus,0,15000,4,12,26.2,3800.0,2.64,86.0,84.0,1,1,4.4,0,Enrolled,0
STU_00024,18,Female,1,35000.0,3,On-Campus,0,15000,5,12,22.5,0.0,2.59,82.9,47.0,1,0,2.4,0,Enrolled,0
STU_00024,18,Female,1,35000.0,3,On-Campus,0,15000,6,12,20.9,0.0,2.46,86.7,42.0,0,2,2.9,0,Enrolled,1
STU_00025,18,Female,0,93000.0,2,Off-Campus,0,45000,1,12,8.1,0.0,2.6,87.5,91.0,1,2,1.0,0,Enrolled,0
STU_00025,18,Female,0,93000.0,2,Off-Campus,0,45000,2,9,5.9,0.0,2.54,88.0,60.0,1,1,2.2,0,Enrolled,0
STU_00025,18,Female,0,93000.0,2,Off-Campus,0,45000,3,12,6.2,0.0,2.47,85.9,71.0,1,0,2.8,0,Enrolled,0
STU_00025,18,Female,0,93000.0,2,Off-Campus,0,45000,4,12,6.3,0.0,2.48,86.8,54.0,2,1,1.6,0,Enrolled,0
STU_00025,18,Female,0,93000.0,2,Off-Campus,0,45000,5,12,2.8,0.0,2.53,88.1,68.0,0,0,1.7,0,Enrolled,0
STU_00025,18,Female,0,93000.0,2,Off-Campus,0,45000,6,9,9.1,0.0,2.63,77.3,69.0,0,0,1.6,0,Enrolled,0
STU_00025,18,Female,0,93000.0,2,Off-Campus,0,45000,7,12,11.3,0.0,2.69,79.9,54.0,0,0,1.0,0,Enrolled,1
STU_00026,25,Male,0,33000.0,3,With Parents,0,15000,1,12,21.2,0.0,2.61,82.2,71.0,1,1,1.0,0,Enrolled,0
STU_00026,25,Male,0,33000.0,3,With Parents,0,15000,2,15,26.9,0.0,2.48,76.6,74.0,2,1,2.3,0,Enrolled,0
STU_00026,25,Male,0,33000.0,3,With Parents,0,15000,3,15,23.3,0.0,2.3,82.4,71.0,1,2,3.6,0,Enrolled,0
STU_00026,25,Male,0,33000.0,3,With Parents,0,15000,4,15,21.9,0.0,2.23,79.8,70.0,1,1,4.1,0,Enrolled,0
STU_00026,25,Male,0,33000.0,3,With Parents,0,15000,5,12,19.1,0.0,2.25,79.9,56.0,0,2,1.9,1,Dropped_Out,0
STU_00027,17,Female,0,24000.0,2,With Parents,1,25000,1,15,19.4,1808.0,3.41,90.7,65.0,0,0,2.4,0,Enrolled,1
STU_00028,19,Male,1,30000.0,2,Off-Campus,0,15000,1,18,28.9,2479.0,2.73,82.0,77.0,0,0,2.7,0,Enrolled,0
STU_00028,19,Male,1,30000.0,2,Off-Campus,0,15000,2,18,38.2,0.0,2.21,76.3,51.0,0,1,2.5,0,Enrolled,1
STU_00029,21,Male,0,74000.0,4,With Parents,0,25000,1,15,16.1,0.0,2.9,87.9,84.0,0,0,1.8,0,Enrolled,1
STU_00030,24,Female,1,38000.0,4,With Parents,1,45000,1,15,26.0,0.0,2.79,80.0,62.0,0,1,2.8,0,Enrolled,0
STU_00030,24,Female,1,38000.0,4,With Parents,1,45000,2,15,18.1,0.0,2.66,76.5,65.0,0,0,2.8,0,Enrolled,0
STU_00030,24,Female,1,38000.0,4,With Parents,1,45000,3,15,19.8,0.0,2.75,74.9,79.0,0,0,2.4,0,Enrolled,0
STU_00030,24,Female,1,38000.0,4,With Parents,1,45000,4,15,21.7,0.0,2.66,82.6,71.0,1,1,3.2,0,Enrolled,0
STU_00030,24,Female,1,38000.0,4,With Parents,1,45000,5,15,18.3,0.0,2.7,83.2,82.0,0,0,2.5,0,Enrolled,0
STU_00030,24,Female,1,38000.0,4,With Parents,1,45000,6,18,22.1,0.0,2.15,80.9,63.0,0,2,3.3,1,Dropped_Out,0
STU_00031,17,Male,1,119000.0,2,With Parents,0,15000,1,15,10.3,0.0,2.6,95.0,56.0,0,0,1.0,0,Enrolled,0
STU_00031,17,Male,1,119000.0,2,With Parents,0,15000,2,12,6.2,0.0,2.64,93.2,81.0,1,1,1.0,0,Enrolled,0
STU_00031,17,Male,1,119000.0,2,With Parents,0,15000,3,18,2.6,0.0,2.61,91.9,62.0,0,2,1.2,0,Enrolled,1
STU_00032,25,Female,1,96000.0,4,On-Campus,0,15000,1,12,11.8,0.0,2.96,95.2,61.0,0,1,2.1,0,Enrolled,0
STU_00032,25,Female,1,96000.0,4,On-Campus,0,15000,2,12,10.1,0.0,2.8,94.3,54.0,1,1,2.9,0,Enrolled,0
STU_00032,25,Female,1,96000.0,4,On-Campus,0,15000,3,15,4.1,0.0,2.66,90.8,61.0,0,0,1.8,0,Enrolled,0
STU_00032,25,Female,1,96000.0,4,On-Campus,0,15000,4,12,13.3,0.0,2.62,92.8,62.0,0,1,1.0,0,Enrolled,0
STU_00032,25,Female,1,96000.0,4,On-Campus,0,15000,5,12,4.1,0.0,2.66,88.8,63.0,1,1,1.0,1,Dropped_Out,0
STU_00033,18,Female,1,73000.0,1,With Parents,0,25000,1,15,0.0,0.0,3.58,95.0,66.0,0,1,1.0,0,Enrolled,0
STU_00033,18,Female,1,73000.0,1,With Parents,0,25000,2,18,0.0,0.0,3.41,92.3,52.0,2,1,1.0,0,Enrolled,0
STU_00033,18,Female,1,73000.0,1,With Parents,0,25000,3,15,0.0,0.0,3.33,94.6,55.0,0,0,1.0,0,Enrolled,0
STU_00033,18,Female,1,73000.0,1,With Parents,0,25000,4,18,4.4,0.0,3.16,91.0,55.0,0,1,1.0,0,Enrolled,1
STU_00034,18,Male,1,112000.0,6,Off-Campus,0,15000,1,15,0.0,0.0,3.34,94.3,96.0,0,0,1.3,0,Enrolled,0
STU_00034,18,Male,1,112000.0,6,Off-Campus,0,15000,2,18,0.0,0.0,3.09,92.7,52.0,0,0,2.4,0,Enrolled,0
STU_00034,18,Male,1,112000.0,6,Off-Campus,0,15000,3,15,6.8,0.0,3.13,-2.0,73.0,0,1,1.0,0,Enrolled,0
STU_00034,18,Male,1,,6,Off-Campus,0,15000,4,15,8.9,0.0,2.94,88.4,64.0,0,0,2.9,0,Enrolled,0
STU_00034,18,Male,1,112000.0,6,Off-Campus,0,15000,5,15,1.9,1295.0,2.98,86.2,71.0,1,0,1.0,0,Enrolled,1
STU_00035,17,male,0,24000.0,2,On-Campus,0,15000,1,15,37.8,0.0,3.12,78.8,55.0,0,0,3.5,0,Enrolled,0
STU_00035,17,male,0,24000.0,2,On-Campus,0,15000,2,15,40.0,0.0,3.04,75.0,65.0,0,2,2.4,0,Enrolled,0
STU_00035,17,male,0,24000.0,2,On-Campus,0,15000,3,12,39.1,0.0,2.92,69.7,73.0,0,1,2.9,0,Enrolled,0
STU_00035,17,male,0,24000.0,2,On-Campus,0,15000,4,15,34.1,0.0,2.77,72.7,69.0,0,1,4.3,0,Enrolled,0
STU_00035,17,male,0,24000.0,2,On-Campus,0,15000,5,12,39.4,0.0,2.44,70.1,36.0,2,0,4.9,0,Enrolled,0
STU_00035,17,male,0,24000.0,2,On-Campus,0,15000,6,15,39.7,0.0,2.24,71.7,55.0,0,1,3.0,0,Enrolled,0
STU_00035,17,male,0,24000.0,2,On-Campus,0,15000,7,12,37.6,0.0,2.22,69.3,57.0,2,0,2.5,0,Enrolled,1
STU_00036,19,Male,0,87000.0,5,On-Campus,0,45000,1,18,11.3,0.0,2.52,83.3,69.0,0,1,4.8,0,Enrolled,0
STU_00036,19,Male,0,87000.0,5,On-Campus,0,45000,2,15,12.0,0.0,2.39,82.3,53.0,0,3,3.1,0,Enrolled,0
STU_00036,19,Male,0,87000.0,5,On-Campus,0,45000,3,15,15.9,0.0,2.46,81.8,71.0,1,1,1.0,0,Enrolled,0
STU_00036,19,Male,0,87000.0,5,On-Campus,0,45000,4,15,10.3,0.0,2.38,84.8,57.0,1,2,4.2,0,Enrolled,0
STU_00036,19,Male,0,87000.0,5,On-Campus,0,45000,5,15,9.5,0.0,2.21,85.7,69.0,1,1,4.5,0,Enrolled,1
STU_00037,25,Female,0,69000.0,1,On-Campus,0,15000,1,15,0.0,0.0,2.87,92.9,69.0,0,1,1.0,0,Enrolled,0
STU_00037,25,Female,0,69000.0,1,On-Campus,0,15000,2,15,0.0,0.0,2.8,89.8,73.0,0,0,1.0,0,Enrolled,1
STU_00038,19,Female,1,23000.0,4,Off-Campus,1,45000,1,18,33.9,0.0,1.94,83.2,69.0,1,1,9.4,1,Dropped_Out,0
STU_00039,18,Male,1,32000.0,2,Off-Campus,0,15000,1,15,36.4,0.0,2.59,89.8,50.0,0,1,5.3,0,Enrolled,0
STU_00039,18,Male,1,32000.0,2,Off-Campus,0,15000,2,15,29.5,0.0,2.53,82.5,85.0,1,0,2.2,0,Enrolled,0
STU_00039,18,Male,1,32000.0,2,Off-Campus,0,15000,3,15,31.3,0.0,2.46,79.1,86.0,2,0,1.1,0,Enrolled,0
STU_00039,18,Male,1,32000.0,2,Off-Campus,0,15000,4,15,31.2,0.0,2.42,80.3,55.0,1,1,2.5,0,Enrolled,0
STU_00039,18,Male,1,32000.0,2,Off-Campus,0,15000,5,15,27.4,0.0,2.45,79.1,78.0,0,2,1.4,1,Dropped_Out,0
STU_00040,18,Female,1,45000.0,6,Off-Campus,0,25000,1,15,32.5,0.0,2.39,91.0,64.0,1,0,5.4,0,Enrolled,0
STU_00040,18,Female,1,45000.0,6,Off-Campus,0,25000,2,15,26.7,0.0,2.23,87.5,32.0,0,0,5.3,0,Enrolled,1
STU_00041,18,Female,0,44000.0,3,With Parents,0,45000,1,12,29.2,0.0,2.22,90.1,57.0,0,0,1.0,0,Enrolled,0
STU_00041,18,Female,0,44000.0,3,With Parents,0,45000,2,12,30.3,0.0,2.26,87.9,64.0,1,1,3.3,1,Dropped_Out,0
STU_00042,23,F,0,48000.0,1,On-Campus,1,15000,1,15,24.4,0.0,3.35,87.1,81.0,0,0,1.0,0,Enrolled,0
STU_00042,23,F,0,48000.0,1,On-Campus,1,15000,2,18,22.2,0.0,2.76,84.8,87.0,0,1,1.0,0,Enrolled,0
STU_00042,23,F,0,48000.0,1,On-Campus,1,15000,3,15,13.1,0.0,2.7,88.2,46.0,0,1,2.0,0,Enrolled,0
STU_00042,23,F,0,48000.0,1,On-Campus,1,15000,4,15,16.4,0.0,2.64,87.2,50.0,0,1,1.0,0,Enrolled,0
STU_00042,23,F,0,48000.0,1,On-Campus,1,15000,5,12,21.1,0.0,2.56,79.4,77.0,0,0,1.0,0,Enrolled,0
STU_00042,23,F,0,48000.0,1,On-Campus,1,15000,6,15,21.9,0.0,2.46,75.4,49.0,0,1,1.0,0,Enrolled,0
STU_00042,23,F,0,48000.0,1,On-Campus,1,15000,7,15,25.1,0.0,2.34,69.1,41.0,0,1,1.0,0,Enrolled,0
STU_00042,23,F,0,48000.0,1,On-Campus,1,15000,8,15,18.5,3365.0,2.47,70.5,62.0,1,2,1.0,0,Graduated,0
STU_00043,24,Female,1,34000.0,1,On-Campus,0,25000,1,21,28.1,0.0,3.19,94.0,65.0,1,2,1.0,0,Enrolled,0
STU_00043,24,Female,1,34000.0,1,On-Campus,0,25000,2,15,28.9,2857.0,3.06,89.8,70.0,0,1,1.9,0,Enrolled,0
STU_00043,24,Female,1,34000.0,1,On-Campus,0,25000,3,18,27.7,0.0,2.39,77.1,58.0,3,0,3.7,0,Enrolled,0
STU_00043,24,Female,1,,1,On-Campus,0,25000,4,18,30.8,0.0,2.09,78.6,57.0,0,4,1.0,1,Dropped_Out,0
STU_00044,17,Male,0,,5,On-Campus,1,15000,1,15,13.6,0.0,3.24,91.1,74.0,0,1,1.5,0,Enrolled,0
STU_00044,17,Male,0,119000.0,5,On-Campus,1,15000,2,15,13.8,0.0,3.16,84.2,69.0,0,1,1.0,0,Enrolled,1
STU_00045,17,Female,0,23000.0,1,Off-Campus,1,15000,1,18,31.1,0.0,3.1,96.9,51.0,0,1,1.0,0,Enrolled,0
STU_00045,17,Female,0,23000.0,1,Off-Campus,1,15000,2,15,39.3,0.0,2.87,93.1,63.0,1,0,2.1,0,Enrolled,1
STU_00046,18,Male,0,24000.0,5,On-Campus,1,15000,1,18,14.8,0.0,3.1,95.6,59.0,0,1,3.5,0,Enrolled,0
STU_00046,18,Male,0,24000.0,5,On-Campus,1,15000,2,18,14.6,0.0,2.9,89.4,78.0,0,0,3.3,0,Enrolled,1
STU_00047,18,Female,0,28000.0,2,On-Campus,0,15000,1,18,34.8,0.0,2.19,92.3,48.0,0,1,2.5,0,Enrolled,0
STU_00047,18,Female,0,28000.0,2,On-Campus,0,15000,2,18,30.7,0.0,1.68,86.3,,1,1,5.4,0,Enrolled,0
STU_00047,18,Female,0,28000.0,2,On-Campus,0,15000,3,18,27.5,0.0,1.28,87.9,77.0,1,2,5.0,0,Enrolled,0
STU_00047,18,Female,0,28000.0,2,On-Campus,0,15000,4,18,32.1,0.0,1.08,86.4,36.0,0,1,3.1,1,Dropped_Out,0
